imdb_id,title,year,genres,rating,votes,actors,directors,tags,score
tt0042192,All About Eve,1950,Drama,8.2,148770.0,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill",Joseph L. Mankiewicz,drama drama drama joseph l. mankiewicz joseph l. mankiewicz bette davis anne baxter george sanders celeste holm gary merrill,7.650525641840004
tt0042276,Born Yesterday,1950,"Comedy, Drama, Romance",7.5,13562.0,"Judy Holliday, William Holden, Broderick Crawford, Howard St. John, Frank Otto",George Cukor,comedy drama romance comedy drama romance comedy drama romance george cukor george cukor judy holliday william holden broderick crawford howard st. john frank otto,6.525180493401915
tt0042332,Cinderella,1950,"Animation, Family, Fantasy",7.3,186463.0,"Ilene Woods, James MacDonald, James MacDonald, James MacDonald, Eleanor Audley","Clyde Geronimi, Wilfred Jackson, Hamilton Luske",animation family fantasy animation family fantasy animation family fantasy clyde geronimi wilfred jackson hamilton luske clyde geronimi wilfred jackson hamilton luske ilene woods james macdonald james macdonald james macdonald eleanor audley,7.055812721787265
tt0042648,Kiss Tomorrow Goodbye,1950,"Crime, Film-Noir, Thriller",7.1,2840.0,"James Cagney, Barbara Payton, Helena Carter, Ward Bond, Luther Adler",Gordon Douglas,crime film-noir thriller crime film-noir thriller crime film-noir thriller gordon douglas gordon douglas james cagney barbara payton helena carter ward bond luther adler,6.343357087673345
tt0042876,Rashomon,1950,"Crime, Drama, Mystery",8.1,195837.0,"Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura, Minoru Chiaki",Akira Kurosawa,crime drama mystery crime drama mystery crime drama mystery akira kurosawa akira kurosawa toshirô mifune machiko kyô masayuki mori takashi shimura minoru chiaki,7.674981015022127
tt0043014,Sunset Boulevard,1950,"Drama, Film-Noir",8.4,260329.0,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Fred Clark",Billy Wilder,drama film-noir drama film-noir drama film-noir billy wilder billy wilder william holden gloria swanson erich von stroheim nancy olson fred clark,8.00344317118145
tt0043274,Alice in Wonderland,1951,"Adventure, Animation, Comedy",7.3,165962.0,"Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna","Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney",adventure animation comedy adventure animation comedy adventure animation comedy clyde geronimi wilfred jackson hamilton luske jack kinney clyde geronimi wilfred jackson hamilton luske jack kinney kathryn beaumont ed wynn richard haydn sterling holloway jerry colonna,7.0337453221655295
tt0043306,Awaara,1951,"Drama, Musical, Romance",7.8,4916.0,"Raj Kapoor, Nargis, Prithviraj Kapoor, K.N. Singh, Shashi Kapoor",Raj Kapoor,drama musical romance drama musical romance drama musical romance raj kapoor raj kapoor raj kapoor nargis prithviraj kapoor k.n. singh shashi kapoor,6.419517609887355
tt0043456,The Day the Earth Stood Still,1951,"Drama, Sci-Fi",7.7,89743.0,"Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe, Billy Gray",Robert Wise,drama sci-fi drama sci-fi drama sci-fi robert wise robert wise michael rennie patricia neal hugh marlowe sam jaffe billy gray,7.137330204921288
tt0043955,The Racket,1951,"Crime, Drama, Film-Noir",6.7,3687.0,"Robert Mitchum, Lizabeth Scott, Robert Ryan, William Talman, Ray Collins","John Cromwell, Mel Ferrer, Tay Garnett, Edmund Grainger, Nicholas Ray, Sherman Todd",crime drama film-noir crime drama film-noir crime drama film-noir john cromwell mel ferrer tay garnett edmund grainger nicholas ray sherman todd john cromwell mel ferrer tay garnett edmund grainger nicholas ray sherman todd robert mitchum lizabeth scott robert ryan william talman ray collins,6.33044390807991
tt0044040,Sirocco,1951,"Action, Drama, Film-Noir",6.2,3086.0,"Humphrey Bogart, Lee J. Cobb, Märta Torén, Everett Sloane, Gerald Mohr",Curtis Bernhardt,action drama film-noir action drama film-noir action drama film-noir curtis bernhardt curtis bernhardt humphrey bogart lee j. cobb märta torén everett sloane gerald mohr,6.302854794416376
tt0044079,Strangers on a Train,1951,"Crime, Drama, Film-Noir",7.9,148774.0,"Farley Granger, Robert Walker, Ruth Roman, Leo G. Carroll, Patricia Hitchcock",Alfred Hitchcock,crime drama film-noir crime drama film-noir crime drama film-noir alfred hitchcock alfred hitchcock farley granger robert walker ruth roman leo g. carroll patricia hitchcock,7.437663523580307
tt0044081,A Streetcar Named Desire,1951,Drama,7.9,119715.0,"Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden, Rudy Bond",Elia Kazan,drama drama drama elia kazan elia kazan vivien leigh marlon brando kim hunter karl malden rudy bond,7.363275393157637
tt0044706,High Noon,1952,"Drama, Thriller, Western",7.9,116091.0,"Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges, Katy Jurado",Fred Zinnemann,drama thriller western drama thriller western drama thriller western fred zinnemann fred zinnemann gary cooper grace kelly thomas mitchell lloyd bridges katy jurado,7.352285144220538
tt0044741,Ikiru,1952,Drama,8.3,101774.0,"Takashi Shimura, Nobuo Kaneko, Shin'ichi Himori, Haruo Tanaka, Minoru Chiaki",Akira Kurosawa,drama drama drama akira kurosawa akira kurosawa takashi shimura nobuo kaneko shin'ichi himori haruo tanaka minoru chiaki,7.5543428323384205
tt0045012,Pat and Mike,1952,"Comedy, Romance, Sport",6.9,6522.0,"Spencer Tracy, Katharine Hepburn, Aldo Ray, William Ching, Sammy White",George Cukor,comedy romance sport comedy romance sport comedy romance sport george cukor george cukor spencer tracy katharine hepburn aldo ray william ching sammy white,6.365334031764345
tt0045094,Road to Bali,1952,"Adventure, Comedy, Fantasy",6.4,5544.0,"Bing Crosby, Bob Hope, Dorothy Lamour, Murvyn Vye, Peter Coe",Hal Walker,adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy hal walker hal walker bing crosby bob hope dorothy lamour murvyn vye peter coe,6.315739069421732
tt0045190,The Steel Trap,1952,"Crime, Drama, Film-Noir",6.9,1906.0,"Joseph Cotten, Teresa Wright, Jonathan Hale, Walter Sande, Eddie Marr",Andrew L. Stone,crime drama film-noir crime drama film-noir crime drama film-noir andrew l. stone andrew l. stone joseph cotten teresa wright jonathan hale walter sande eddie marr,6.326033285177047
tt0045693,Do Bigha Zamin,1953,Drama,8.3,2498.0,"Balraj Sahni, Nirupa Roy, Ratan Kumar, Murad, Rajlakshmi Devi",Bimal Roy,drama drama drama bimal roy bimal roy balraj sahni nirupa roy ratan kumar murad rajlakshmi devi,6.386562913868766
tt0045810,Gentlemen Prefer Blondes,1953,"Comedy, Musical, Romance",7.1,47016.0,"Jane Russell, Marilyn Monroe, Charles Coburn, Elliott Reid, Tommy Noonan",Howard Hawks,comedy musical romance comedy musical romance comedy musical romance howard hawks howard hawks jane russell marilyn monroe charles coburn elliott reid tommy noonan,6.653115213627034
tt0045920,It Came from Outer Space,1953,"Horror, Sci-Fi",6.5,12738.0,"Richard Carlson, Barbara Rush, Charles Drake, Joe Sawyer, Russell Johnson",Jack Arnold,horror sci-fi horror sci-fi horror sci-fi jack arnold jack arnold richard carlson barbara rush charles drake joe sawyer russell johnson,6.341271688618055
tt0046008,The Living Desert,1953,"Documentary, Family",7.3,1938.0,Winston Hibler,James Algar,documentary family documentary family documentary family james algar james algar winston hibler,6.338663617459257
tt0046126,Niagara,1953,"Drama, Film-Noir, Thriller",7.0,21896.0,"Marilyn Monroe, Joseph Cotten, Jean Peters, Max Showalter, Denis O'Dea",Henry Hathaway,drama film-noir thriller drama film-noir thriller drama film-noir thriller henry hathaway henry hathaway marilyn monroe joseph cotten jean peters max showalter denis o'dea,6.491071133293306
tt0046183,Peter Pan,1953,"Adventure, Animation, Family",7.2,164934.0,"Bobby Driscoll, Kathryn Beaumont, Hans Conried, Hans Conried, Bill Thompson","Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney",adventure animation family adventure animation family adventure animation family clyde geronimi wilfred jackson hamilton luske jack kinney clyde geronimi wilfred jackson hamilton luske jack kinney bobby driscoll kathryn beaumont hans conried hans conried bill thompson,6.959497488670468
tt0046213,Project Moon Base,1953,Sci-Fi,3.4,1523.0,"Donna Martell, Hayden Rorke, Ross Ford, Larry Johns, Herb Jacobs",Richard Talmadge,sci-fi sci-fi sci-fi richard talmadge richard talmadge donna martell hayden rorke ross ford larry johns herb jacobs,6.237107433694002
tt0046250,Roman Holiday,1953,"Comedy, Drama, Romance",8.0,158083.0,"Gregory Peck, Audrey Hepburn, Eddie Albert, Hartley Power, Harcourt Williams",William Wyler,comedy drama romance comedy drama romance comedy drama romance william wyler william wyler gregory peck audrey hepburn eddie albert hartley power harcourt williams,7.529510388735117
tt0046303,Shane,1953,"Drama, Western",7.6,47564.0,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde, Jack Palance",George Stevens,drama western drama western drama western george stevens george stevens alan ladd jean arthur van heflin brandon de wilde jack palance,6.874650559565442
tt0046435,Titanic,1953,"Drama, History, Romance",7.0,8212.0,"Clifton Webb, Barbara Stanwyck, Robert Wagner, Audrey Dalton, Thelma Ritter",Jean Negulesco,drama history romance drama history romance drama history romance jean negulesco jean negulesco clifton webb barbara stanwyck robert wagner audrey dalton thelma ritter,6.390293212803403
tt0046438,Tokyo Story,1953,Drama,8.1,77298.0,"Chishû Ryû, Chieko Higashiyama, Sô Yamamura, Setsuko Hara, Haruko Sugimura",Yasujirô Ozu,drama drama drama yasujirô ozu yasujirô ozu chishû ryû chieko higashiyama sô yamamura setsuko hara haruko sugimura,7.310401564154269
tt0046534,The War of the Worlds,1953,"Action, Sci-Fi, Thriller",7.0,41604.0,"Gene Barry, Ann Robinson, Les Tremayne, Robert Cornthwaite, Sandro Giglio",Byron Haskin,action sci-fi thriller action sci-fi thriller action sci-fi thriller byron haskin byron haskin gene barry ann robinson les tremayne robert cornthwaite sandro giglio,6.588928080304104
tt0046790,Black Tuesday,1954,"Crime, Drama, Film-Noir",6.8,1481.0,"Edward G. Robinson, Jean Parker, Peter Graves, Milburn Stone, Warren Stevens",Hugo Fregonese,crime drama film-noir crime drama film-noir crime drama film-noir hugo fregonese hugo fregonese edward g. robinson jean parker peter graves milburn stone warren stevens,6.3197479648867025
tt0046791,Black Widow,1954,"Drama, Film-Noir, Mystery",6.7,3717.0,"Ginger Rogers, Van Heflin, Gene Tierney, George Raft, Peggy Ann Garner",Nunnally Johnson,drama film-noir mystery drama film-noir mystery drama film-noir mystery nunnally johnson nunnally johnson ginger rogers van heflin gene tierney george raft peggy ann garner,6.330615503985412
tt0046912,Dial M for Murder,1954,"Crime, Drama, Mystery",8.1,204098.0,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson",Alfred Hitchcock,crime drama mystery crime drama mystery crime drama mystery alfred hitchcock alfred hitchcock ray milland grace kelly robert cummings john williams anthony dawson,7.688230867931441
tt0047034,Godzilla,1954,"Horror, Sci-Fi",7.6,45129.0,"Takashi Shimura, Akihiko Hirata, Akira Takarada, Momoko Kôchi, Fuyuki Murakami",Ishirô Honda,horror sci-fi horror sci-fi horror sci-fi ishirô honda ishirô honda takashi shimura akihiko hirata akira takarada momoko kôchi fuyuki murakami,6.85799139088503
tt0047127,Jail Bait,1954,"Crime, Drama, Film-Noir",3.7,3053.0,"Lyle Talbot, Dolores Fuller, Herbert Rawlinson, Steve Reeves, Clancy Malone",Edward D. Wood Jr.,crime drama film-noir crime drama film-noir crime drama film-noir edward d. wood jr. edward d. wood jr. lyle talbot dolores fuller herbert rawlinson steve reeves clancy malone,6.183547953145379
tt0047162,The Last Time I Saw Paris,1954,"Drama, Romance",6.1,4746.0,"Elizabeth Taylor, Van Johnson, Walter Pidgeon, Donna Reed, Eva Gabor",Richard Brooks,drama romance drama romance drama romance richard brooks richard brooks elizabeth taylor van johnson walter pidgeon donna reed eva gabor,6.29302304297981
tt0047296,On the Waterfront,1954,"Crime, Drama, Thriller",8.1,177301.0,"Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning",Elia Kazan,crime drama thriller crime drama thriller crime drama thriller elia kazan elia kazan marlon brando karl malden lee j. cobb rod steiger pat henning,7.641906392187308
tt0047396,Rear Window,1954,"Drama, Mystery, Thriller",8.5,567457.0,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter, Raymond Burr",Alfred Hitchcock,drama mystery thriller drama mystery thriller drama mystery thriller alfred hitchcock alfred hitchcock james stewart grace kelly wendell corey thelma ritter raymond burr,8.28758356877305
tt0047437,Sabrina,1954,"Comedy, Drama, Romance",7.6,75589.0,"Humphrey Bogart, Audrey Hepburn, William Holden, Walter Hampden, John Williams",Billy Wilder,comedy drama romance comedy drama romance comedy drama romance billy wilder billy wilder humphrey bogart audrey hepburn william holden walter hampden john williams,7.023593495449885
tt0047449,Saskatchewan,1954,"Adventure, Drama, Western",6.4,1319.0,"Alan Ladd, Shelley Winters, J. Carrol Naish, Hugh O'Brian, Robert Douglas",Raoul Walsh,adventure drama western adventure drama western adventure drama western raoul walsh raoul walsh alan ladd shelley winters j. carrol naish hugh o'brian robert douglas,6.310016592672057
tt0047478,Seven Samurai,1954,"Action, Drama",8.6,400504.0,"Toshirô Mifune, Takashi Shimura, Keiko Tsushima, Yukiko Shimazaki, Kamatari Fujiwara",Akira Kurosawa,action drama action drama action drama akira kurosawa akira kurosawa toshirô mifune takashi shimura keiko tsushima yukiko shimazaki kamatari fujiwara,8.297524784284375
tt0047834,Animal Farm,1954,"Animation, Drama",7.2,21285.0,"Gordon Heath, Maurice Denham, Gilles Cheslton, Eva Kaya","Joy Batchelor, John Halas",animation drama animation drama animation drama joy batchelor john halas joy batchelor john halas gordon heath maurice denham gilles cheslton eva kaya,6.539089830225148
tt0047990,Devdas,1955,"Drama, Musical, Romance",7.7,2138.0,"Dilip Kumar, Suchitra Sen, Vyjayanthimala, Motilal, Nasir Hussain",Bimal Roy,drama musical romance drama musical romance drama musical romance bimal roy bimal roy dilip kumar suchitra sen vyjayanthimala motilal nasir hussain,6.3552821026549875
tt0048028,East of Eden,1955,Drama,7.8,51674.0,"James Dean, Raymond Massey, Julie Harris, Burl Ives, Richard Davalos",Elia Kazan,drama drama drama elia kazan elia kazan james dean raymond massey julie harris burl ives richard davalos,6.992945218934357
tt0048356,Marty,1955,"Drama, Romance",7.6,30273.0,"Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli, Joe Mantell",Delbert Mann,drama romance drama romance drama romance delbert mann delbert mann ernest borgnine betsy blair esther minciotti augusta ciolli joe mantell,6.737076021300545
tt0048473,Pather Panchali,1955,"Drama, History",8.2,41457.0,"Kanu Bannerjee, Karuna Bannerjee, Subir Banerjee, Chunibala Devi, Uma Das Gupta",Satyajit Ray,drama history drama history drama history satyajit ray satyajit ray kanu bannerjee karuna bannerjee subir banerjee chunibala devi uma das gupta,7.074402789965433
tt0048579,Samurai II: Duel at Ichijoji Temple,1955,"Action, Adventure, Biography",7.3,7504.0,"Toshirô Mifune, Mariko Okada, Kôji Tsuruta, Kaoru Yachigusa, Michiyo Kogure",Hiroshi Inagaki,action adventure biography action adventure biography action adventure biography hiroshi inagaki hiroshi inagaki toshirô mifune mariko okada kôji tsuruta kaoru yachigusa michiyo kogure,6.416895951910661
tt0048605,The Seven Year Itch,1955,"Comedy, Romance",7.0,46218.0,"Marilyn Monroe, Tom Ewell, Evelyn Keyes, Sonny Tufts, Robert Strauss",Billy Wilder,comedy romance comedy romance comedy romance billy wilder billy wilder marilyn monroe tom ewell evelyn keyes sonny tufts robert strauss,6.606635870524711
tt0048613,Shree 420,1955,"Comedy, Crime, Drama",7.9,3303.0,"Nargis, Raj Kapoor, Raj Kapoor, Nadira, Nemo",Raj Kapoor,comedy crime drama comedy crime drama comedy crime drama raj kapoor raj kapoor nargis raj kapoor raj kapoor nadira nemo,6.3899762015237815
tt0048624,Sissi,1955,"Comedy, Drama, History",7.0,11072.0,"Romy Schneider, Karlheinz Böhm, Magda Schneider, Magda Schneider, Uta Franz",Ernst Marischka,comedy drama history comedy drama history comedy drama history ernst marischka ernst marischka romy schneider karlheinz böhm magda schneider magda schneider uta franz,6.414524152629529
tt0048956,Aparajito,1956,Drama,8.2,19356.0,"Pinaki Sengupta, Smaran Ghosal, Kamala Adhikari, Rani Bala, Lalchand Banerjee",Satyajit Ray,drama drama drama satyajit ray satyajit ray pinaki sengupta smaran ghosal kamala adhikari rani bala lalchand banerjee,6.764404454313577
tt0049169,Earth vs. the Flying Saucers,1956,"Action, Horror, Sci-Fi",6.3,10094.0,"Hugh Marlowe, Joan Taylor, Donald Curtis, Morris Ankrum, John Zaremba",Fred F. Sears,action horror sci-fi action horror sci-fi action horror sci-fi fred f. sears fred f. sears hugh marlowe joan taylor donald curtis morris ankrum john zaremba,6.30692028034823
tt0049189,...And God Created Woman,1956,"Drama, Romance",6.3,10635.0,"Brigitte Bardot, Curd Jürgens, Jean-Louis Trintignant, Jane Marken, Jean Tissier",Roger Vadim,drama romance drama romance drama romance roger vadim roger vadim brigitte bardot curd jürgens jean-louis trintignant jane marken jean tissier,6.306867938455197
tt0049408,The King and I,1956,"Biography, Drama, Musical",7.4,29446.0,"Yul Brynner, Deborah Kerr, Rita Moreno, Martin Benson, Terry Saunders",Walter Lang,biography drama musical biography drama musical biography drama musical walter lang walter lang yul brynner deborah kerr rita moreno martin benson terry saunders,6.663985850410756
tt0049833,The Ten Commandments,1956,"Adventure, Drama, Family",7.9,83701.0,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson, Yvonne De Carlo",Cecil B. DeMille,adventure drama family adventure drama family adventure drama family cecil b. demille cecil b. demille charlton heston yul brynner anne baxter edward g. robinson yvonne de carlo,7.229592804303587
tt0049845,The Third Key,1956,"Crime, Drama, Mystery",7.0,1615.0,"Jack Hawkins, John Stratton, Dorothy Alison, Michael Brooke, Sam Kydd",Charles Frend,crime drama mystery crime drama mystery crime drama mystery charles frend charles frend jack hawkins john stratton dorothy alison michael brooke sam kydd,6.32594490640477
tt0050083,12 Angry Men,1957,"Crime, Drama",9.0,979001.0,"Henry Fonda, Lee J. Cobb, Martin Balsam, John Fiedler, E.G. Marshall",Sidney Lumet,crime drama crime drama crime drama sidney lumet sidney lumet henry fonda lee j. cobb martin balsam john fiedler e.g. marshall,8.842370521927005
tt0050084,20 Million Miles to Earth,1957,"Adventure, Family, Fantasy",6.3,8879.0,"William Hopper, Joan Taylor, Thomas Browne Henry, Frank Puglia, John Zaremba",Nathan Juran,adventure family fantasy adventure family fantasy adventure family fantasy nathan juran nathan juran william hopper joan taylor thomas browne henry frank puglia john zaremba,6.307040790452651
tt0050188,Mother India,1957,"Action, Comedy, Drama",7.8,10376.0,"Nargis, Sunil Dutt, Rajendra Kumar Tuli, Raaj Kumar, Kanhaiyalal Chaturvedi",Mehboob Khan,action comedy drama action comedy drama action comedy drama mehboob khan mehboob khan nargis sunil dutt rajendra kumar tuli raaj kumar kanhaiyalal chaturvedi,6.525279065374406
tt0050212,The Bridge on the River Kwai,1957,"Adventure, Drama, War",8.1,248083.0,"William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa, James Donald",David Lean,adventure drama war adventure drama war adventure drama war david lean david lean william holden alec guinness jack hawkins sessue hayakawa james donald,7.746849366578292
tt0050322,Do Ankhen Barah Haath,1957,"Comedy, Crime, Drama",8.4,1984.0,"Shantaram Rajaram Vankudre, Sandhya Shantaram, Ulhas, Brij Mohan Vyas, Paul Sharma",Shantaram Rajaram Vankudre,comedy crime drama comedy crime drama comedy crime drama shantaram rajaram vankudre shantaram rajaram vankudre shantaram rajaram vankudre sandhya shantaram ulhas brij mohan vyas paul sharma,6.374076376229013
tt0050484,Harano Sur,1957,"Drama, Romance",8.2,2860.0,"Khitish Acharya, Shishir Batabyal, Parijat Bose, Ira Chakraborty, Dhiraj Das",Ajoy Kar,drama romance drama romance drama romance ajoy kar ajoy kar khitish acharya shishir batabyal parijat bose ira chakraborty dhiraj das,6.392941735403371
tt0050490,"Heaven Knows, Mr. Allison",1957,"Adventure, Drama, War",7.3,10316.0,"Robert Mitchum, Deborah Kerr",John Huston,adventure drama war adventure drama war adventure drama war john huston john huston robert mitchum deborah kerr,6.451769559719127
tt0050665,Madhumati,1958,"Fantasy, Musical, Mystery",7.7,1724.0,"Dilip Kumar, Dilip Kumar, Vyjayanthimala, Vyjayanthimala, Vyjayanthimala",Bimal Roy,fantasy musical mystery fantasy musical mystery fantasy musical mystery bimal roy bimal roy dilip kumar dilip kumar vyjayanthimala vyjayanthimala vyjayanthimala,6.34639122832922
tt0050825,Paths of Glory,1957,"Drama, War",8.4,237978.0,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready, Wayne Morris",Stanley Kubrick,drama war drama war drama war stanley kubrick stanley kubrick kirk douglas ralph meeker adolphe menjou george macready wayne morris,7.973786684191115
tt0050870,Thirst,1957,"Drama, Musical, Romance",8.3,8204.0,"Guru Dutt, Waheeda Rehman, Mala Sinha, Rehman Khan, Johnny Walker",Guru Dutt,drama musical romance drama musical romance drama musical romance guru dutt guru dutt guru dutt waheeda rehman mala sinha rehman khan johnny walker,6.544575425596462
tt0050976,The Seventh Seal,1957,"Drama, Fantasy",8.1,215435.0,"Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Nils Poppe",Ingmar Bergman,drama fantasy drama fantasy drama fantasy ingmar bergman ingmar bergman max von sydow gunnar björnstrand bengt ekerot nils poppe nils poppe,7.705124701783372
tt0051003,The Spirit of St. Louis,1957,"Adventure, Biography, Drama",7.1,9301.0,"James Stewart, Murray Hamilton, Patricia Smith, Bartlett Robinson, Marc Connelly",Billy Wilder,adventure biography drama adventure biography drama adventure biography drama billy wilder billy wilder james stewart murray hamilton patricia smith bartlett robinson marc connelly,6.4130029561370865
tt0051201,Witness for the Prosecution,1957,"Crime, Drama, Mystery",8.4,161079.0,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester, John Williams",Billy Wilder,crime drama mystery crime drama mystery crime drama mystery billy wilder billy wilder tyrone power marlene dietrich charles laughton elsa lanchester john williams,7.826130725266761
tt0051433,The Bravados,1958,"Drama, Western",7.0,7129.0,"Gregory Peck, Joan Collins, Stephen Boyd, Albert Salmi, Henry Silva",Henry King,drama western drama western drama western henry king henry king gregory peck joan collins stephen boyd albert salmi henry silva,6.380585769165805
tt0051622,The Fly,1958,"Drama, Horror, Sci-Fi",7.1,27844.0,"David Hedison, Patricia Owens, Vincent Price, Herbert Marshall, Kathleen Freeman",Kurt Neumann,drama horror sci-fi drama horror sci-fi drama horror sci-fi kurt neumann kurt neumann david hedison patricia owens vincent price herbert marshall kathleen freeman,6.556563070344639
tt0051792,The Music Room,1958,"Drama, Music",7.8,7323.0,"Chhabi Biswas, Gangapada Basu, Padmadevi, Kali Sarkar, Tulsi Lahiri",Satyajit Ray,drama music drama music drama music satyajit ray satyajit ray chhabi biswas gangapada basu padmadevi kali sarkar tulsi lahiri,6.468228435003457
tt0052357,Vertigo,1958,"Mystery, Romance, Thriller",8.2,458105.0,"James Stewart, Kim Novak, Kim Novak, Barbara Bel Geddes, Tom Helmore",Alfred Hitchcock,mystery romance thriller mystery romance thriller mystery romance thriller alfred hitchcock alfred hitchcock james stewart kim novak kim novak barbara bel geddes tom helmore,7.978025740504154
tt0052560,Anari,1959,"Comedy, Drama, Musical",7.6,1003.0,"Raj Kapoor, Nutan, Lalita Pawar, Shobha Khote, Motilal",Hrishikesh Mukherjee,comedy drama musical comedy drama musical comedy drama musical hrishikesh mukherjee hrishikesh mukherjee raj kapoor nutan lalita pawar shobha khote motilal,6.329002948544025
tt0052561,Anatomy of a Murder,1959,"Drama, Mystery",8.0,77502.0,"James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell, Eve Arden",Otto Preminger,drama mystery drama mystery drama mystery otto preminger otto preminger james stewart lee remick ben gazzara arthur o'connell eve arden,7.255564589936862
tt0052572,The World of Apu,1959,Drama,8.4,19748.0,"Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee, Tushar Bandyopadhyay",Satyajit Ray,drama drama drama satyajit ray satyajit ray soumitra chatterjee sharmila tagore alok chakravarty swapan mukherjee tushar bandyopadhyay,6.820361044898416
tt0052618,Ben-Hur,1959,"Adventure, Drama",8.1,270682.0,"Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet, Hugh Griffith",William Wyler,adventure drama adventure drama adventure drama william wyler william wyler charlton heston jack hawkins stephen boyd haya harareet hugh griffith,7.770918941235242
tt0052893,Hiroshima Mon Amour,1959,"Drama, Romance",7.8,39190.0,"Emmanuelle Riva, Eiji Okada, Stella Dassas, Pierre Barbaud, Bernard Fresson",Alain Resnais,drama romance drama romance drama romance alain resnais alain resnais emmanuelle riva eiji okada stella dassas pierre barbaud bernard fresson,6.892275301073562
tt0052954,Paper Flowers,1959,Romance,7.8,3106.0,"Waheeda Rehman, Guru Dutt, Kumari Naaz, Johnny Walker, Mahesh Kaul",Guru Dutt,romance romance romance guru dutt guru dutt waheeda rehman guru dutt kumari naaz johnny walker mahesh kaul,6.3804747747144575
tt0053125,North by Northwest,1959,"Adventure, Drama, Mystery",8.3,368858.0,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis, Leo G. Carroll",Alfred Hitchcock,adventure drama mystery adventure drama mystery adventure drama mystery alfred hitchcock alfred hitchcock cary grant eva marie saint james mason jessie royce landis leo g. carroll,8.017758732544937
tt0053134,Good Morning,1959,"Comedy, Drama, Family",7.8,12329.0,"Keiji Sada, Yoshiko Kuga, Chishû Ryû, Kuniko Miyake, Haruko Sugimura",Yasujirô Ozu,comedy drama family comedy drama family comedy drama family yasujirô ozu yasujirô ozu keiji sada yoshiko kuga chishû ryû kuniko miyake haruko sugimura,6.5592791676032505
tt0053198,The 400 Blows,1959,"Crime, Drama",8.0,134200.0,"Jean-Pierre Léaud, Albert Rémy, Claire Maurier, Guy Decomble, Georges Flamant",François Truffaut,crime drama crime drama crime drama françois truffaut françois truffaut jean-pierre léaud albert rémy claire maurier guy decomble georges flamant,7.471913516558805
tt0053221,Rio Bravo,1959,Western,7.9,73315.0,"John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson, Walter Brennan",Howard Hawks,western western western howard hawks howard hawks john wayne dean martin ricky nelson angie dickinson walter brennan,7.177711485414308
tt0053291,Some Like It Hot,1959,"Comedy, Music, Romance",8.2,303948.0,"Marilyn Monroe, Tony Curtis, Tony Curtis, Tony Curtis, Jack Lemmon",Billy Wilder,comedy music romance comedy music romance comedy music romance billy wilder billy wilder marilyn monroe tony curtis tony curtis tony curtis jack lemmon,7.88423431831019
tt0053388,Battle in Outer Space,1959,Sci-Fi,5.6,1820.0,"Ryô Ikebe, Kyôko Anzai, Minoru Takada, Koreya Senda, Len Stanford",Ishirô Honda,sci-fi sci-fi sci-fi ishirô honda ishirô honda ryô ikebe kyôko anzai minoru takada koreya senda len stanford,6.287518303854024
tt0053472,Breathless,1960,"Crime, Drama",7.6,95004.0,"Jean-Paul Belmondo, Jean Seberg, Richard Balducci, René Bernard, Daniel Boulanger",Jean-Luc Godard,crime drama crime drama crime drama jean-luc godard jean-luc godard jean-paul belmondo jean seberg richard balducci rené bernard daniel boulanger,7.095377982157167
tt0053604,The Apartment,1960,"Comedy, Drama, Romance",8.3,218420.0,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen",Billy Wilder,comedy drama romance comedy drama romance comedy drama romance billy wilder billy wilder jack lemmon shirley maclaine fred macmurray ray walston jack kruschen,7.865743159316749
